ApsimVersion = 7.9 r4044
Title = Corn_0_oat40
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        161.847        17101.2       1595.269        210.000        268.000          3.985          14.21       2004.564        341.300               0.0          157.1          144.9         28.743
     31/12/2001           2001        106.904        14968.6       1529.075        198.000        251.000          3.610          13.11       1698.686        403.098               0.0          158.1          148.6         18.766
     31/12/2002           2002        155.846        15638.4       1512.145        197.000        251.000          3.528          13.43       1694.265        452.882               0.0          162.1          151.3         21.066
     31/12/2003           2003        157.111        16272.5       1262.028        202.000        260.000          3.912          13.84       1480.726        466.217               0.0          163.1          152.3         22.802
     31/12/2004           2004        168.868        16961.0       1532.390        202.000        270.000          3.739          13.92       1582.265        462.784               0.0          166.4          156.0         19.195
     31/12/2005           2005        164.378        16764.5       1534.683        200.000        256.000          4.138          14.70       1781.394        571.857               0.0          172.4          159.4         24.846
     31/12/2006           2006        155.132        15845.9       1563.350        197.000        251.000          3.674          14.10       1963.936        323.088               0.0          163.5          153.3         23.503
     31/12/2007           2007        152.622        15972.0       1529.760        193.000        245.000          4.058          13.78       1684.054        437.286               0.0          164.9          155.3         17.955
     31/12/2008           2008        152.550        14661.7       1226.788        202.000        266.000          3.327          12.57       1057.424        719.582               0.0          157.2          145.4         14.082
     31/12/2009           2009        159.022        16419.2       1563.583        202.000        268.000          3.705          13.88       1664.524        407.757               0.0          162.8          150.6         18.762
     31/12/2010           2010        147.883        15248.4       1000.164        197.000        248.000          3.889          12.98        979.702        849.884               0.0          156.7          147.1         23.135
     31/12/2011           2011        156.114        15504.0       1359.756        200.000        255.000          3.653          13.56       1475.444        326.898               0.0          167.9          153.1         15.678
     31/12/2012           2012        150.091        15738.4       1436.600        189.000        240.000          3.968          12.28       1916.081        236.970               0.0          125.7          122.2         28.270
     31/12/2013           2013        143.585        14479.7       1502.000        194.000        249.000          3.851          11.66       1586.308        276.352               0.0          146.4          131.6         13.639
     31/12/2014           2014        148.880        15444.9       1057.592        199.000        261.000          3.676          13.08       1088.114        699.262               0.0          157.4          145.8         17.551
     31/12/2015           2015        169.023        16921.2       1398.229        200.000        256.000          4.157          14.16       1328.223        735.326               0.0          164.4          152.8         25.040
     31/12/2016           2016        163.406        16329.2       1513.654        195.000        250.000          3.590          14.59       1725.603        535.960               0.0          167.7          158.4         24.287
