ApsimVersion = 7.9 r4044
Title = Corn_202_oat39
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        218.038        21645.1       1597.313        210.000        268.000          4.162          23.33       2014.502        341.300             202.0          135.1          122.8        121.524
     31/12/2001           2001        172.317        23879.5       1534.412        198.000        251.000          4.661          25.82       1765.921        403.098             202.0          123.4          113.9        141.532
     31/12/2002           2002        229.430        24720.6       1517.019        197.000        251.000          4.457          28.31       1861.715        452.882             202.0          143.7          132.9        124.286
     31/12/2003           2003        231.726        26297.1       1374.936        202.000        260.000          4.719          28.03       1652.200        466.217             202.0          142.7          131.8        127.649
     31/12/2004           2004        247.744        27422.9       1562.005        202.000        270.000          4.504          30.28       1769.409        462.784             202.0          164.0          153.5        134.620
     31/12/2005           2005        235.276        24958.3       1537.179        200.000        256.000          4.780          28.43       1919.345        571.857             202.0          167.4          154.4        123.662
     31/12/2006           2006        240.102        23124.4       1571.839        197.000        251.000          4.380          25.02       1994.636        323.088             202.0          131.4          121.2        133.108
     31/12/2007           2007        241.442        24536.1       1535.282        193.000        245.000          4.603          26.94       1780.518        437.286             202.0          144.6          135.0        137.153
     31/12/2008           2008        224.396        25684.4       1359.762        202.000        266.000          4.635          27.06       1341.908        719.582             202.0          164.6          152.8        109.520
     31/12/2009           2009        265.079        25520.1       1596.483        202.000        268.000          4.324          28.31       1818.582        407.757             202.0          159.1          146.9        125.904
     31/12/2010           2010        209.895        24134.8       1130.575        197.000        248.000          4.587          27.52       1156.123        849.884             202.0          164.5          154.9        141.682
     31/12/2011           2011        204.585        22899.0       1499.542        200.000        255.000          4.437          25.68       1598.646        326.898             202.0          159.5          144.7         88.002
     31/12/2012           2012        192.241        20242.6       1436.600        189.000        240.000          4.336          22.12       1900.368        236.970             202.0          101.5           98.0        171.985
     31/12/2013           2013        234.338        24166.8       1502.000        194.000        249.000          4.586          24.05       1665.112        276.352             202.0           99.0           84.2         99.463
     31/12/2014           2014        230.280        22811.3       1161.608        199.000        261.000          4.164          24.17       1284.266        699.262             202.0          161.4          149.8        107.694
     31/12/2015           2015        235.148        24235.2       1517.708        200.000        256.000          4.717          26.29       1523.096        735.326             202.0          168.9          157.2        138.722
     31/12/2016           2016        222.219        24020.7       1515.818        195.000        250.000          4.633          26.59       1876.270        535.960             202.0          165.1          155.9        141.667
