ApsimVersion = 7.9 r4044
Title = Corn_270_oat8
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        232.494        22016.6       1675.958        210.000        268.000          4.166          24.13       2019.724        341.300             270.0          140.1          127.9        147.117
     31/12/2001           2001        196.498        23640.6       1615.961        198.000        251.000          4.525          26.32       1772.113        403.098             270.0          130.4          120.9        170.337
     31/12/2002           2002        252.187        23487.5       1604.068        197.000        251.000          3.984          26.45       1865.647        452.882             270.0          149.5          138.7        148.966
     31/12/2003           2003        266.507        26386.7       1398.878        202.000        260.000          4.739          30.05       1659.727        466.217             270.0          143.9          133.1        152.864
     31/12/2004           2004        285.063        27514.3       1583.544        202.000        270.000          4.536          31.21       1784.686        462.784             270.0          165.1          154.7        162.690
     31/12/2005           2005        264.715        24863.7       1621.807        200.000        256.000          4.711          28.20       1932.988        571.857             270.0          169.1          156.1        147.789
     31/12/2006           2006        233.635        22511.5       1679.478        197.000        251.000          4.118          25.28       1998.732        323.088             270.0          140.0          129.8        158.459
     31/12/2007           2007        248.099        24330.8       1624.769        193.000        245.000          4.473          27.28       1787.339        437.286             270.0          149.4          139.8        165.447
     31/12/2008           2008        257.961        25720.9       1440.007        202.000        266.000          4.643          29.07       1345.569        719.582             270.0          164.6          152.8        133.553
     31/12/2009           2009        273.020        25423.4       1646.343        202.000        268.000          4.282          28.63       1830.867        407.757             270.0          160.3          148.1        151.581
     31/12/2010           2010        241.496        24205.2       1197.850        197.000        248.000          4.617          27.92       1157.532        849.884             270.0          164.4          154.8        169.311
     31/12/2011           2011        235.293        22941.0       1513.881        200.000        255.000          4.451          26.06       1603.806        326.898             270.0          160.2          145.4        109.137
     31/12/2012           2012        222.963        20795.9       1561.517        189.000        240.000          4.179          22.64       1906.835        236.970             270.0          103.7          100.2        212.500
     31/12/2013           2013        270.304        24723.7       1570.093        194.000        249.000          4.606          27.69       1673.568        276.352             270.0          104.1           89.3        122.035
     31/12/2014           2014        235.834        22871.6       1196.649        199.000        261.000          4.184          25.02       1285.508        699.262             270.0          161.4          149.8        130.076
     31/12/2015           2015        261.045        24282.1       1503.392        200.000        256.000          4.736          26.39       1532.560        735.326             270.0          168.8          157.1        165.971
     31/12/2016           2016        230.772        22715.8       1608.241        195.000        250.000          4.062          25.25       1876.462        535.960             270.0          166.9          157.6        169.657
