ApsimVersion = 7.9 r4044
Title = Corn_0_oat11
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        164.691        17063.1       1674.370        210.000        268.000          3.745          14.55       2014.325        341.300               0.0          160.9          148.7         28.743
     31/12/2001           2001        113.697        14978.0       1590.685        198.000        251.000          3.472          13.30       1716.980        403.098               0.0          159.7          150.2         18.765
     31/12/2002           2002        157.807        15737.2       1562.830        197.000        251.000          3.519          13.56       1722.764        452.882               0.0          163.0          152.3         21.065
     31/12/2003           2003        157.537        16219.4       1283.518        202.000        260.000          3.739          13.89       1498.590        466.217               0.0          163.4          152.5         22.802
     31/12/2004           2004        168.721        16852.2       1539.965        202.000        270.000          3.523          13.97       1608.973        462.784               0.0          166.6          156.2         19.195
     31/12/2005           2005        165.037        16704.6       1607.610        200.000        256.000          3.964          14.77       1798.370        571.857               0.0          172.7          159.7         24.846
     31/12/2006           2006        158.730        15999.6       1663.919        197.000        251.000          3.537          14.42       1986.726        323.088               0.0          166.4          156.3         23.503
     31/12/2007           2007        155.887        15980.6       1602.376        193.000        245.000          3.866          13.92       1706.148        437.286               0.0          165.8          156.2         17.955
     31/12/2008           2008        152.652        14642.5       1232.361        202.000        266.000          3.191          12.66       1077.404        719.582               0.0          158.1          146.2         14.082
     31/12/2009           2009        159.643        16343.9       1601.673        202.000        268.000          3.501          13.94       1682.101        407.757               0.0          163.1          150.9         18.762
     31/12/2010           2010        151.852        15405.9       1047.097        197.000        248.000          3.674          13.25       1005.195        849.884               0.0          157.9          148.3         23.135
     31/12/2011           2011        163.451        15500.4       1456.923        200.000        255.000          3.522          13.58       1498.892        326.898               0.0          168.0          153.2         15.678
     31/12/2012           2012        155.296        15903.3       1560.266        189.000        240.000          3.879          12.79       1897.380        236.970               0.0          131.1          127.6         28.269
     31/12/2013           2013        144.913        14443.4       1535.403        194.000        249.000          3.640          11.77       1605.701        276.352               0.0          147.2          132.5         13.639
     31/12/2014           2014        148.238        15310.2       1140.369        199.000        261.000          3.454          13.17       1104.559        699.262               0.0          157.9          146.3         17.552
     31/12/2015           2015        169.157        16799.4       1512.107        200.000        256.000          3.914          14.21       1351.420        735.326               0.0          164.8          153.1         25.040
     31/12/2016           2016        165.027        16420.9       1596.439        195.000        250.000          3.636          14.72       1754.463        535.960               0.0          168.5          159.3         24.287
