ApsimVersion = 7.9 r4044
Title = Corn_270_oat32
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        225.098        20624.3       1661.926        210.000        268.000          3.849          23.13       2007.957        341.300             270.0          144.3          132.1        147.117
     31/12/2001           2001        194.506        22589.6       1606.861        198.000        251.000          4.467          25.37       1760.291        403.098             270.0          134.5          125.0        170.342
     31/12/2002           2002        255.166        23040.7       1592.535        197.000        251.000          4.142          26.20       1845.492        452.882             270.0          150.7          139.9        148.973
     31/12/2003           2003        263.581        24974.8       1352.837        202.000        260.000          4.515          28.70       1625.817        466.217             270.0          145.1          134.3        152.866
     31/12/2004           2004        282.314        26143.6       1558.920        202.000        270.000          4.350          29.81       1746.353        462.784             270.0          165.7          155.3        162.695
     31/12/2005           2005        257.559        23532.3       1612.918        200.000        256.000          4.522          27.05       1903.575        571.857             270.0          171.0          158.0        147.793
     31/12/2006           2006        231.938        21679.3       1670.772        197.000        251.000          4.129          24.66       1991.536        323.088             270.0          144.3          134.2        158.464
     31/12/2007           2007        242.438        23085.1       1613.700        193.000        245.000          4.345          26.33       1774.403        437.286             270.0          153.3          143.7        165.452
     31/12/2008           2008        255.188        24306.7       1319.363        202.000        266.000          4.423          27.63       1299.667        719.582             270.0          163.8          152.0        133.560
     31/12/2009           2009        266.333        24193.7       1619.032        202.000        268.000          4.140          27.55       1799.291        407.757             270.0          161.2          149.0        151.586
     31/12/2010           2010        237.705        22911.4       1156.654        197.000        248.000          4.427          26.61       1126.674        849.884             270.0          163.4          153.8        169.314
     31/12/2011           2011        231.849        21675.0       1446.632        200.000        255.000          4.236          24.78       1575.932        326.898             270.0          160.3          145.5        109.141
     31/12/2012           2012        217.600        19704.8       1559.164        189.000        240.000          3.988          21.82       1895.499        236.970             270.0          106.7          103.3        212.506
     31/12/2013           2013        270.579        23686.4       1548.925        194.000        249.000          4.275          26.70       1658.296        276.352             270.0          108.2           93.4        122.047
     31/12/2014           2014        227.919        21570.3       1178.125        199.000        261.000          3.986          23.89       1253.466        699.262             270.0          161.1          149.4        130.089
     31/12/2015           2015        252.056        22820.3       1485.148        200.000        256.000          4.453          25.08       1469.558        735.326             270.0          168.2          156.5        165.979
     31/12/2016           2016        235.452        22403.2       1604.004        195.000        250.000          4.328          25.15       1860.366        535.960             270.0          168.2          158.9        169.663
