ApsimVersion = 7.9 r4044
Title = Corn_270_oat14
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        180.111        21482.5       1676.910        210.000        268.000          3.906          24.10       2021.298        341.300             270.0          142.2          130.0        147.117
     31/12/2001           2001        141.962        23088.8       1614.889        198.000        251.000          4.337          25.43       1771.376        403.098             270.0          133.9          124.3        170.338
     31/12/2002           2002        187.614        24373.6       1607.375        197.000        251.000          4.348          28.01       1876.211        452.882             270.0          148.6          137.8        148.970
     31/12/2003           2003        187.995        25498.3       1396.159        202.000        260.000          4.394          28.84       1655.474        466.217             270.0          145.7          134.8        152.862
     31/12/2004           2004        200.142        26512.8       1588.155        202.000        270.000          4.186          30.02       1784.133        462.784             270.0          165.5          155.1        162.691
     31/12/2005           2005        191.594        24289.6       1621.465        200.000        256.000          4.534          28.14       1929.689        571.857             270.0          169.9          156.9        147.790
     31/12/2006           2006        194.165        22359.0       1678.705        197.000        251.000          4.091          25.08       1998.357        323.088             270.0          144.0          133.8        158.459
     31/12/2007           2007        197.044        23927.0       1624.293        193.000        245.000          4.381          26.82       1787.099        437.286             270.0          151.8          142.2        165.449
     31/12/2008           2008        181.337        24849.6       1445.935        202.000        266.000          4.322          27.68       1348.635        719.582             270.0          164.8          152.9        133.557
     31/12/2009           2009        213.581        24580.8       1641.128        202.000        268.000          3.991          27.63       1825.595        407.757             270.0          161.0          148.8        151.582
     31/12/2010           2010        169.234        23230.6       1204.064        197.000        248.000          4.236          26.18       1154.997        849.884             270.0          164.3          154.7        169.313
     31/12/2011           2011        164.606        22119.5       1509.182        200.000        255.000          4.139          24.58       1607.822        326.898             270.0          160.9          146.1        109.138
     31/12/2012           2012        161.651        20638.2       1561.450        189.000        240.000          4.125          23.69       1906.471        236.970             270.0          105.0          101.5        212.500
     31/12/2013           2013        192.842        24198.7       1569.583        194.000        249.000          4.281          27.32       1674.226        276.352             270.0          106.6           91.8        122.032
     31/12/2014           2014        184.731        21904.8       1188.928        199.000        261.000          3.824          23.74       1279.157        699.262             270.0          161.4          149.8        130.067
     31/12/2015           2015        190.594        23456.0       1504.406        200.000        256.000          4.391          25.53       1526.877        735.326             270.0          168.7          157.0        165.967
     31/12/2016           2016        181.230        23595.2       1610.568        195.000        250.000          4.483          26.52       1886.303        535.960             270.0          167.6          158.4        169.656
